lemma_word,word,suggested_by,video_id,key_word_extracted,details,clean_test,rating,ENT_max,Forts,Generic,Temple,Temples & Architectur,Scientific Monuments,Lakeside Forts,Views,Snaks,Evening,Desert,Tikka,big,come,day,different,eat,famous,feel,food,fort,good,inside,jaipur,kachori,know,let,like,little,look,lot,mahal,old,palace,people,place,right,shop,small,special,temple,thing,time,try,visit,want,year,normalize_rating
sheesh mahal,sheesh mahal,SugarSpiceNice Hindi,rm_j6O8y148,0,m from jaipur is your car taxi or you can reach here with troop you will get to see in ho amar fort sheesh mahal deewane mango diwan khas here you also see a lot of old paintings will get which was made from the vegetable the main attraction here is sheesh mahal who it took 6 years to become very small it is made from glass pieces this sheesh mahal lived in the palace himself mirza raja jai â€‹â€‹singh ji was built and his two queens ,jaipur car taxi reach troop amar fort sheesh mahal deewane mango diwan khas lot old painting vegetable main attraction sheesh mahal take year small glass piece sheesh mahal live palace mirza raja jai â€‹â€‹singh build queen,4.733902931882348,LANDMARK,0.01718641462286018,0.0,0.15571402451772973,0.0,0.06658539155984394,0.0011100194701856023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25150965374730955,0.0,0.0,0.19218420072575806,0.0,0.0,0.0,0.0,0.0,0.0,0.24741787479587962,0.7392630864490138,0.2776895184160986,0.25910813305518193,0.0,0.0,0.0,0.0,0.2673443289391197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27633517300420407,0.05625069274887752
sheesh mahal,sheesh mahal,Saturday Shooters,fP2zols1dag,0,ion of this square from jaipur earlier amer was the capital here yes too deewane mango deewane khas sheesh mahal sukh mandir turkish hamam sheela devis temple and palace there is also a mavata pond below this palace there is also a restaurant but i experience i will tell you all these in a short time it takes three to four hours comfortably to visit this whole amer go through small paths and stairs there is a lot of window in them and there are also windows from where different square and today the neighborhood complex appears but this four garden area is the most unique here sheesh mahal and sukh mandir are sheesh mahal in front design of thousands of small ions in but this place is just light at night it looks even more beautiful in the light you can also come inside amer and at that time these crazy mango ganesh pal gate sheesh mahal and some parts shine in different lights light and light coming down from amer fort you,ion square jaipur early amer capital yes deewane mango deewane khas sheesh mahal sukh mandir turkish hamam sheela devis temple palace mavata pond palace restaurant experience tell short time take hour comfortably visit amer small path stair lot window different square today neighborhood complex appear garden area unique sheesh mahal sukh mandir sheesh mahal design thousand small ion place light night look beautiful light come inside amer time crazy mango ganesh pal gate sheesh mahal part shine different light come amer fort,4.733902931882348,LANDMARK,0.0718631629115428,0.009614555244525062,0.13533651941386404,0.0,0.2005780063758299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2470343547613485,0.0,0.3214521761662311,0.0,0.0,0.0,0.0,0.15396531560783155,0.0,0.15591491954683795,0.11764837126016964,0.0,0.0,0.0,0.0,0.0,0.15146047323590678,0.15146047323590678,0.6034009575192282,0.0,0.31723367185323276,0.0,0.12959381410085088,0.0,0.0,0.32731748756197243,0.0,0.1614459472086141,0.0,0.2981117036870315,0.0,0.15591491954683795,0.0,0.0,0.05625069274887752
sheesh mahal,sheesh mahal,TheSocialTraveller,48TcOu9kPqg,0,"rom the gate reach the third room of the fort to the yad
and here you have this head palace ie this sheesh mahal will be seen in mirza was built by king jaisingh and at this place the raj family and the king the minister was allowed to come to the general public the public coming here was absolutely forbidden and as much as you look at this place all these italians will come made of marb and as much as you are inside this head palace this king is seen by glass belgium manga from the country and put it here
and this two rooms of queens on both sides of sheesh mahal king remains inside these rooms the queens burn torches during the day used to show the moon and stars by this happiness became a temple residence in front of sheesh mahal this place has been done by the people of the raj family used by summer time used to go",rom gate reach room fort yad head palace sheesh mahal see mirza build king jaisingh place raj family king minister allow come general public come absolutely forbidden look place italian come marb inside head palace king see glass belgium manga country room queen side sheesh mahal king remain inside room queen burn torch day moon star happiness temple residence sheesh mahal place people raj family summer time,4.733902931882348,LANDMARK,0.0,0.021509487921830123,0.1730385664389031,0.0,0.04676823586503409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4038932718470059,0.18438365076784533,0.0,0.0,0.0,0.0,0.0,0.16781891229090876,0.0,0.33988787805847837,0.0,0.0,0.0,0.0,0.0,0.0,0.16508868749542752,0.0,0.49327063679765687,0.0,0.3457779405854225,0.17920865280119452,0.423763485357259,0.0,0.0,0.0,0.0,0.17597264128848353,0.0,0.16246770143145986,0.0,0.0,0.0,0.0,0.05625069274887752
sheesh mahal,sheesh mahal,Traveller Rishabh,dcRh1zTPnDQ,0,anesh era now we are the most beautiful courtyard of the fort i will come here the worlds most bada sheesh mahal can also be seen small this sheesh mahal made of pieces of glasses looks very cute and beautiful in here you cute your lovely ph,anesh era beautiful courtyard fort come world bada sheesh mahal see small sheesh mahal piece glass look cute beautiful cute lovely,4.733902931882348,LANDMARK,0.002381711773394994,0.0,0.13259581067261025,0.0,0.05505856487211411,0.0,0.019706571337280838,0.0,0.0,0.0,0.0,0.0,0.29136803250429033,0.0,0.0,0.0,0.0,0.0,0.0,0.36319297472527057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35728423385927915,0.0,0.711689473204762,0.0,0.0,0.0,0.0,0.0,0.0,0.3860590663485369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625069274887752
step well,step well,Sisters vs Globe,7cPLbiblb84,0,"ead
and there is also a wax museum that you can explore
while going towards the fort you will see a step well on the right side called as bawdi
which was used to collect rain water in those times
the ",ead wax museum explore go fort step right call bawdi collect rain water time,27.3733344573563,LANDMARK,0.0,0.06377183009234752,0.0,0.0,0.0,0.14856994198060927,0.09831537855313653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607134447596762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625245229153819,0.0,0.0,0.0,0.0,0.0,0.5428340780442269,0.0,0.0,0.0,0.0,0.5955002274675101
step well,step well,TheSocialTraveller,5zA6OFpkPe0,0,l 2012 steps in india well 100 of them are in rajasthan and now we have come to panna minakund this step well is in amer rajasthans most restord and operation is and it impacts ear around water water ,2012 step india 100 rajasthan come panna minakund step amer rajasthan restord operation impact ear water,27.3733344573563,LANDMARK,0.0035083735561541774,0.0011765788211395363,0.04846332663917154,0.0,0.0,0.0003885691586431165,0.059238545592021644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5955002274675101
bawdi,bawdi,TheSocialTraveller,7cPLbiblb84,0,"t you can explore
while going towards the fort you will see a step well on the right side called as bawdi
which was used to collect rain water in those times
the architecture of this fort is in europe",explore go fort step right call bawdi collect rain water time architecture fort europe,35.61090163934426,LANDMARK,0.0,0.059114783801915975,0.01659663070593024,0.0,0.0,0.006961269796113625,0.10405924394885378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8044746427864675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485302939303039,0.0,0.0,0.0,0.0,0.0,0.3894112537413121,0.0,0.0,0.0,0.0,0.7917111731841556
madhavendra bhawan,madhavendra bhawan,TheSocialTraveller,7cPLbiblb84,0," in those times
the architecture of this fort is in european and rajput style
during entry there is madhavendra bhawan
which was built by sawai madho singh for the 12 queens
fort was believed to be ha",time architecture fort european rajput style entry madhavendra bhawan build sawai madho singh queen fort believe,35.61090163934426,LANDMARK,0.0,0.0,0.15036787833479204,0.021192568083735656,0.0,0.03238918377861504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000937338651988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4356963050756855,0.0,0.0,0.0,0.0,0.7917111731841556
nahargarh,nahargarh,Sisters vs Globe,7cPLbiblb84,0,"ry awesome which you should not miss out
on day 02 you can visit beautiful forts around jaipur like nahargarh fort jaigarh fort and amer fort
nahargarh fort is 15 km away from hawa mahal
parking here is inr 60 and entry fee is inr 50
this fort is located at the edge of aravalli hills
which was built by maharaja sawai jai singh in 1734
the special thing about this fort is that no one has been able to attack it during its history
you can visit sheesh mahal at the entry of the fort
which is made up of 25 million pieces of glasses
ticket is inr 250 per head
and there is also a wax museum that you can explore
while going towards the fort you will see a step well on the right side called as bawdi
which was used to collect rain water in those times
the architecture of this fort is in european and rajput style
during entry there is madhavendra bhawan
which was built by sawai madho singh for the 12 queens
fort was believed to be haunted because during the construction of the fort the spirit of prince nahar singh used to roam here
causing hurdles in the construction of the fort
seeing this maharaja sawai jai singh promised to build a temple dedicated to the prince and to name the fort after him
that is why it was named nahargarh and after that there was no hurdles in the construction of the fort
the design of this fort is such that whenever a king visits a queen other queens will not come to know about it
you can also go on the terrace of this fort and can see the panoramic view of jaipur city
in this fortmany movies have been shot like rang de basanti and shuddh desi romance
and before entering the fort you will get plenty of food and drink shops
jaigarh fort is 5 kilometers away from nahargarh fort
where the entry fee is inr 150 and the timings are 9 am to 5 pm
jaigarh fort was buil",awesome miss day visit beautiful fort jaipur like nahargarh fort jaigarh fort amer fort nahargarh fort away hawa mahal parking inr entry fee inr fort locate edge aravalli hill build maharaja sawai jai singh 1734 special thing fort able attack history visit sheesh mahal entry fort million piece glass ticket inr 250 head wax museum explore go fort step right call bawdi collect rain water time architecture fort european rajput style entry madhavendra bhawan build sawai madho singh queen fort believe haunt construction fort spirit prince nahar singh roam cause hurdle construction fort see maharaja sawai jai singh promise build temple dedicate prince fort name nahargarh hurdle construction fort design fort king visit queen come know terrace fort panoramic view jaipur city fortmany movie shoot like rang basanti shuddh desi romance enter fort plenty food drink shop jaigarh fort kilometer away nahargarh fort entry fee inr 150 timing jaigarh fort buil,29.6233344573563,LANDMARK,0.0,0.0,0.31096200099640053,0.07341605085300165,0.0,0.032001603610206444,0.0,0.0,0.0,0.0,0.0,0.0,0.03701395228461899,0.05069235954618791,0.0,0.0,0.0,0.0,0.05144822733820222,0.9689029841124833,0.0,0.0,0.07051053614617968,0.0,0.047951049241333206,0.0,0.07616859833151872,0.0,0.0,0.0,0.09040950709745002,0.0,0.0,0.0,0.0,0.05144822733820222,0.04732628583123644,0.0,0.05044729174079392,0.04837993154674969,0.04449130560027642,0.044667035831587536,0.0,0.14016740460593982,0.0,0.0,0.6490930684251861
nahargarh,nahargarh,TheSocialTraveller,5zA6OFpkPe0,0," gay too whenever he comes to jaipur take the america will also show thank you brother
appreciation
nahargarh 10 km from aamir food spectacular bikoz looks quite beautiful from here
appreciation both ",gay come jaipur america thank brother appreciation nahargarh aamir food spectacular bikoz look beautiful appreciation,29.6233344573563,LANDMARK,0.027314295236819785,0.015671270425920734,0.07153882480271972,0.009284712632117878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43262559726083677,0.0,0.0,0.0,0.0,0.0,0.6013359478352762,0.0,0.0,0.0,0.41206978626406915,0.0,0.0,0.0,0.0,0.0,0.5304985029988666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6490930684251861
victory fort,victory fort,TheSocialTraveller,7cPLbiblb84,0,"rt was built by maharaja jai â€‹â€‹singh in 1726 and is named after him
meaning of the fort is also victory fort
this fort has the worlds largest cannon on wheels known as jaivana cannon it was built ",build maharaja jai â€‹â€‹singh 1726 name meaning fort victory fort world large cannon wheel know jaivana cannon build,35.61090163934426,LANDMARK,0.0,0.0,0.14289231941397143,0.02995050510640922,0.0120238012540247,0.0678551402491351,0.028309377915808967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8873455459394866,0.0,0.0,0.0,0.0,0.4611050662282453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
shubhat,shubhat,TheSocialTraveller,7cPLbiblb84,0,"his fort also has a temple of shri ram harihar ji and kal bhairav
where you can have a view
this is shubhat nivasalso known as deewaneaam here the king used to hold meetings with the general people
an",fort temple shri ram harihar kal bhairav view shubhat nivasalso know deewaneaam king hold meeting general people,35.61090163934426,LANDMARK,0.0009003216016214635,0.0,0.113644414505726,0.028533870191181053,0.0330066294131487,0.0,0.009443222714932208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48112501181140244,0.0,0.0,0.0,0.0,0.5000288364562124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5137785963373278,0.0,0.0,0.0,0.0,0.0,0.5045011790544889,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
khilwat niwa,khilwat niwas,TheSocialTraveller,7cPLbiblb84,0,"n as deewaneaam here the king used to hold meetings with the general people
and next to this is the khilwat niwas also known as deewane khas where the king used to take the private confidential meetin",deewaneaam king hold meeting general people khilwat niwas know deewane khas king private confidential meetin,35.61090163934426,LANDMARK,0.0,0.0,0.10546457406171865,0.0071195380727638235,0.1144942236260567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6974525056404541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716631008522414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
deewane khas,deewane khas,Saturday Shooters,7cPLbiblb84,0,"g used to hold meetings with the general people
and next to this is the khilwat niwas also known as deewane khas where the king used to take the private confidential meetings
you can also explore lali",hold meeting general people khilwat niwas know deewane khas king private confidential meeting explore lali,27.631956664290804,LANDMARK,0.0,0.0,0.08385209421599699,0.00964837991710575,0.1193705127055667,0.003858037384867472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6974525056404541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716631008522414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6016603602694496
deewane khas,deewane khas,TheSocialTraveller,rm_j6O8y148,0,rt from this you can visit art gallery weapon gallery and then visit you you can do diwan mango and deewane khas here but you will get to see a silver made of silver jag which is the worlds biggest wo,visit art gallery weapon gallery visit diwan mango deewane khas silver jag world big,27.631956664290804,LANDMARK,0.013118768717481981,0.0,0.038261874652799926,0.0,0.11219085428439768,0.00041576018807847255,0.016019157332664898,0.0,0.0,0.0,0.0,0.45815137773902254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888741840529711,0.0,0.0,0.6016603602694496
lalit mandir vilas mandir,lalit mandir vilas mandir,TheSocialTraveller,7cPLbiblb84,0," as deewane khas where the king used to take the private confidential meetings
you can also explore lalit mandir vilas mandir and lakshmi vilas in the fort
watching the puppet show in the fort was a d",deewane khas king private confidential meeting explore lalit mandir vilas mandir lakshmi vila fort watch puppet fort,35.61090163934426,LANDMARK,0.0,0.0,0.026777816327135703,0.0,0.38660425218845784,0.0024467026403707103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
lakshmi vila,lakshmi vilas,TheSocialTraveller,7cPLbiblb84,0,"g used to take the private confidential meetings
you can also explore lalit mandir vilas mandir and lakshmi vilas in the fort
watching the puppet show in the fort was a different experience
this is th",private confidential meeting explore lalit mandir vilas mandir lakshmi vila fort watch puppet fort different experience,35.61090163934426,LANDMARK,0.036955983367565094,0.0,0.0,0.0,0.36340303793763423,0.0027570008838587313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4627167746563702,0.0,0.0,0.0,0.0,0.8865061683099594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
bhojan shala,bhojan shala,TheSocialTraveller,7cPLbiblb84,0,"kshmi vilas in the fort
watching the puppet show in the fort was a different experience
this is the bhojan shala dinning area
which reflects the food culture of its time
jaigar fort was built to prote",kshmi vila fort watch puppet fort different experience bhojan shala dinning area reflect food culture time jaigar fort build prote,35.61090163934426,LANDMARK,0.09022605428501429,0.0,0.03499619681854576,0.0,0.03167116572388884,0.02351113723481308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980120547547135,0.0,0.0,0.0,0.3183316137022356,0.8564294809723788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763735570925445,0.0,0.0,0.0,0.0,0.7917111731841556
jaigar fort,jaigar fort,TheSocialTraveller,7cPLbiblb84,0,"ferent experience
this is the bhojan shala dinning area
which reflects the food culture of its time
jaigar fort was built to protect the amer fort
an underground pathway was built to connect amer fort",ferent experience bhojan shala dinning area reflect food culture time jaigar fort build protect amer fort underground pathway build connect amer fort,35.61090163934426,LANDMARK,0.028513075043679694,0.0,0.1806590533876651,0.0,0.0,0.017668904358772025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3334844443593058,0.8971961856799917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28952915185113703,0.0,0.0,0.0,0.0,0.7917111731841556
aravali mountain,aravali mountain,TheSocialTraveller,7cPLbiblb84,0,"garh fort in case of an attack
you can climb the stairs and also see the stunning view of amer fort aravali mountain range and maota lake
2 hours are enough to fully explore this fort and many movies ",garh fort case attack climb stair stunning view amer fort aravali mountain range maota lake hour fully explore fort movie,35.61090163934426,LANDMARK,0.0,0.001199220896282621,0.1323051546827868,0.0,0.0,0.0,0.08256182661919728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
maota lake,maota lake,TheSocialTraveller,7cPLbiblb84,0,"ack
you can climb the stairs and also see the stunning view of amer fort aravali mountain range and maota lake
2 hours are enough to fully explore this fort and many movies have been shot here too
com",ack climb stair stunning view amer fort aravali mountain range maota lake hour fully explore fort movie shoot com,35.61090163934426,LANDMARK,0.0,0.0,0.13217872278108947,0.0,0.0,0.0,0.08329260888342166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
suraj pole,suraj pole,TheSocialTraveller,7cPLbiblb84,0,"ort
the fort is made of red sandstone and marble
this fort is divided into four courtyards
there is suraj pole in the first courtyard
jaleb chowk can be reached by entering suraj pol
it is an open spa",ort fort red sandstone marble fort divide courtyard suraj pole courtyard jaleb chowk reach enter suraj pol open spa,35.61090163934426,LANDMARK,0.0,0.0146034086335775,0.12822621809516427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
jaleb chowk,jaleb chowk,TheSocialTraveller,7cPLbiblb84,0,"one and marble
this fort is divided into four courtyards
there is suraj pole in the first courtyard
jaleb chowk can be reached by entering suraj pol
it is an open space where soldiers used to parade i",marble fort divide courtyard suraj pole courtyard jaleb chowk reach enter suraj pol open space soldier parade,13.04155228149382,LANDMARK,0.0,0.013265725271865881,0.12430297437627916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25413092844926355
jaleb chowk,jaleb chowk,Traveller Rishabh,48TcOu9kPqg,0,at yard of this fort comes you are the first coat yard ie first courtyard i reach which also called jaleb chowk used to go to this place by playing food soldiers would be deposited to the general public was and all preparations for war at this place used to be done inside the fort in this jaleb chowk two main doors to enter there are one of which is the sun pole because the first ray of ,yard fort come coat yard courtyard reach call jaleb chowk place play food soldier deposit general public preparation war place inside fort jaleb chowk main door enter sun pole ray,13.04155228149382,LANDMARK,0.0017636042084372525,0.013308450369787214,0.09953785700244788,0.0,0.0,0.002668532349243592,0.053208884884363115,0.0,0.0,0.0,0.0,0.0,0.2569701350653964,0.0,0.0,0.0,0.0,0.0,0.3571803904190701,0.6406313483863857,0.0,0.3243717091363042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5392244320885199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25413092844926355
suraj pol,suraj pol,TheSocialTraveller,7cPLbiblb84,0,"ort
the fort is made of red sandstone and marble
this fort is divided into four courtyards
there is suraj pole in the first courtyard
jaleb chowk can be reached by entering suraj pol
it is an open space where soldiers used to parade in those days
in second courtyard there ",ort fort red sandstone marble fort divide courtyard suraj pole courtyard jaleb chowk reach enter suraj pol open space soldier parade day second courtyard,20.564668734110636,LANDMARK,0.0,0.007942838692837892,0.13432215001291103,0.006496842499333991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814833323618306,0.0,0.0,0.0,0.0,0.0,0.8764552473787506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43332434336089437
suraj pol,suraj pol,Traveller Rishabh,48TcOu9kPqg,0,e because the first ray of the sun from this direction at this door that is why this door is called suraj pol king maharaja goes and in olden times riding elephants through this gate used to come in a,ray sun direction door call suraj pol king maharaja go olden time ride elephant gate come,20.564668734110636,LANDMARK,0.0,0.09318741598688285,0.05028835988629321,0.0002454966176307984,0.02202014287592359,0.0,0.0753815589816101,0.0,0.0,0.0,0.0,0.0,0.6380600016637318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7699866455185301,0.0,0.0,0.0,0.0,0.43332434336089437
deewane khaas,deewane khaas,TheSocialTraveller,7cPLbiblb84,0," open space where soldiers used to parade in those days
in second courtyard there is deewaneaam and deewane khaas
at deewaneaam king used to address the problems of the common people
and in deewanekha",open space soldier parade day second courtyard deewaneaam deewane khaas deewaneaam king address problem common people deewanekha,35.61090163934426,LANDMARK,0.0,0.0,0.12430920354834796,0.023683543054261742,0.022660488349623968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170983797601691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969719605158734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
zenana deodi,zenana deodi,TheSocialTraveller,7cPLbiblb84,0," light is lit around it
as you enter through the tripolia gate in the fourth courtyard you will see zenana deodi which was the residence of the queens
where no one except the king could enter
you can ",light enter tripolia gate fourth courtyard zenana deodi residence queen king enter,35.61090163934426,LANDMARK,0.0,0.10198224902586839,0.12819763001661158,0.0,0.0020706583134482526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917111731841556
jal mahal,jal mahal,Golgappa Girl,Lv0PkSkKeSo,0,n the description box ragar fort will go at 830 pm we were going down after exploring we got to see jal mahal and jaipur city we thought this night view the citys night drone shorts should be taken an,description box ragar fort 830 go explore got jal mahal jaipur city think night view citys night drone short take,5.046077898744658,LANDMARK,0.021669674630834447,0.0,0.0,0.0,0.0,0.0,0.23805387158826688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6269835254883435,0.0,0.0,0.47909225717139786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6142981913408364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06368640090444178
jal mahal,jal mahal,SugarSpiceNice India,7cPLbiblb84,0,"ere
23 hours are enough to explore the fort completely
while returning from amer fort you can visit jal mahal
which is located on the main road
jal mahal means water palace which is built in the middle of mansagar lake
but now entry is restrict",ere hour explore fort completely return amer fort visit jal mahal locate main road jal mahal mean water palace build middle mansagar lake entry restrict,5.046077898744658,LANDMARK,0.0,0.0,0.10263726645315893,0.0,0.0,0.009859352249216111,0.2006336168431459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347894981008289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621946230982342,0.0,0.32698371471099286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321413797434953,0.0,0.0,0.06368640090444178
jal mahal,jal mahal,Aniruddha Patil,rm_j6O8y148,0,¹ 1000000 four hours will take comfortable after this next place that you visit in jaipur it can be jal mahal this palace about 300 year is old and it was constructed from in 1999 as the name is known,1000000 hour comfortable place visit jaipur jal mahal palace 300 year old construct 1999 know,5.046077898744658,LANDMARK,0.03485038288247199,0.0,0.015566604295495988,0.012232706989360118,0.06855423328820723,0.013447054144857655,0.06474837805657825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2728066572458882,0.0,0.3710471135219089,0.0,0.0,0.0,0.0,0.0,0.349796168949427,0.3941819826251879,0.3678055915994611,0.0,0.30050611704955627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615403048995268,0.0,0.39225948096698715,0.06368640090444178
